:START_ID,:END_ID,relationship,weight:int,file_count:int,sources,:TYPE
CD19,CART19,inhibit,1,1,['38177979.txt'],INTERACTS
CD19,CAR-T,activate,2,2,"['32582924.txt', '32608579.txt']",INTERACTS
CD19,immune suppression,activate,1,1,['34147050.txt'],INTERACTS
CD19,CD81,activate,2,2,"['32881995.txt', '33446559.txt']",INTERACTS
CD19,co-receptor function,activate,1,1,['33446559.txt'],INTERACTS
CD19,immunodeficiency,activate,1,1,['33112046.txt'],INTERACTS
CD19,b lymphoblasts,inhibit,1,1,['33112046.txt'],INTERACTS
CD19,CD40,activate,1,1,['32747654.txt'],INTERACTS
CD19,FCRL2,activate,1,1,['32747654.txt'],INTERACTS
CD19,GL-7,activate,1,1,['36913356.txt'],INTERACTS
CD19,CD24,activate,1,1,['36137752.txt'],INTERACTS
CD19,CD38,activate,1,1,['36137752.txt'],INTERACTS
CD19,nk cells,activate,1,1,['34148127.txt'],INTERACTS
CD19,immune cells,activate,1,1,['34148127.txt'],INTERACTS
CD19,cytotoxic cells,activate,1,1,['34148127.txt'],INTERACTS
CD19,neurotoxicity,activate,1,1,['32961131.txt'],INTERACTS
CD19,severe neurotoxicity,activate,1,1,['32961131.txt'],INTERACTS
CD19,LC1A1,activate,1,1,['38850533.txt'],INTERACTS
CD19,CD33,activate,1,1,['32856140.txt'],INTERACTS
CD19,LNTM,activate,1,1,['32856140.txt'],INTERACTS
CD19,primary b cells,activate,1,1,['38548226.txt'],INTERACTS
CD19,cd19 car,inhibit,1,1,['33431832.txt'],INTERACTS
CD19,ERBB2,activate,1,1,['33735268.txt'],INTERACTS
CD19,cd19 t cells,activate,1,1,['33735268.txt'],INTERACTS
CD19,successful solid tumor cell therapy,activate,1,1,['33735268.txt'],INTERACTS
CD19,successful cellular therapy,activate,1,1,['33735268.txt'],INTERACTS
CD19,autoimmune diseases,inhibit,1,1,['39153835.txt'],INTERACTS
CD19,chimeric antigen receptor,activate,1,1,['35332339.txt'],INTERACTS
chronic lymphocytic leukemia,b cells,activate,4,4,"['35021605.txt', '37439337.txt', '36640058.txt', '37853951.txt']",INTERACTS
chronic lymphocytic leukemia,leukemic b cells,activate,2,2,"['34432864.txt', '38201234.txt']",INTERACTS
chronic lymphocytic leukemia,proliferation markers,activate,1,1,['38201234.txt'],INTERACTS
chronic lymphocytic leukemia,cell survival,activate,1,1,['38201234.txt'],INTERACTS
chronic lymphocytic leukemia,neoplastic b lymphocytes,activate,1,1,['39204139.txt'],INTERACTS
chronic lymphocytic leukemia,mature b cells,activate,1,1,['39204139.txt'],INTERACTS
chronic lymphocytic leukemia,SLAMF,activate,1,1,['32826957.txt'],INTERACTS
chronic lymphocytic leukemia,MTND1,activate,1,1,['32168755.txt'],INTERACTS
chronic lymphocytic leukemia,ZAP70,activate,2,2,"['32168755.txt', '37853951.txt']",INTERACTS
chronic lymphocytic leukemia,autoimmune cytopenia,activate,1,1,['37853951.txt'],INTERACTS
chronic lymphocytic leukemia,nonmalignant b cells,activate,1,1,['37853951.txt'],INTERACTS
chronic lymphocytic leukemia,malignant,activate,1,1,['37853951.txt'],INTERACTS
chronic lymphocytic leukemia,immunoglobulin,activate,1,1,['37853951.txt'],INTERACTS
chronic lymphocytic leukemia,IG,activate,1,1,['37853951.txt'],INTERACTS
chronic lymphocytic leukemia,PDCD1LG2,activate,1,1,['33931470.txt'],INTERACTS
chronic lymphocytic leukemia,MYC,activate,1,1,['33931470.txt'],INTERACTS
chronic lymphocytic leukemia,malignant transformation,activate,1,1,['33912159.txt'],INTERACTS
chronic lymphocytic leukemia,GAL9,activate,1,1,['38001630.txt'],INTERACTS
chronic lymphocytic leukemia,LGALS9,activate,1,1,['38001630.txt'],INTERACTS
chronic lymphocytic leukemia,B-cell receptors,activate,1,1,['33790890.txt'],INTERACTS
chronic lymphocytic leukemia,multiple receptor tyrosine kinases,activate,1,1,['33790890.txt'],INTERACTS
chronic lymphocytic leukemia,downstream effectors,activate,1,1,['33790890.txt'],INTERACTS
chronic lymphocytic leukemia,resistance to apoptosis,activate,1,1,['33790890.txt'],INTERACTS
chronic lymphocytic leukemia,enhanced survival of the leukemic cells,activate,1,1,['33790890.txt'],INTERACTS
chronic lymphocytic leukemia,mbl cells,activate,1,1,['37439337.txt'],INTERACTS
chronic lymphocytic leukemia,mbl,activate,1,1,['37439337.txt'],INTERACTS
chronic lymphocytic leukemia,BCL2,activate,1,1,['38918490.txt'],INTERACTS
chronic lymphocytic leukemia,APRIL,activate,1,1,['38918490.txt'],INTERACTS
chronic lymphocytic leukemia,NFKB,activate,1,1,['38486128.txt'],INTERACTS
chronic lymphocytic leukemia,NFKBIE,inhibit,1,1,['38486128.txt'],INTERACTS
chronic lymphocytic leukemia,CD5,activate,1,1,['36640058.txt'],INTERACTS
chronic lymphocytic leukemia,IGM,activate,1,1,['36640058.txt'],INTERACTS
chronic lymphocytic leukemia,NIM,activate,1,1,['36640058.txt'],INTERACTS
chronic lymphocytic leukemia,TGFB,activate,1,1,['36640058.txt'],INTERACTS
chronic lymphocytic leukemia,VH4-34,activate,1,1,['36640058.txt'],INTERACTS
chronic lymphocytic leukemia,b1 cells,activate,1,1,['36640058.txt'],INTERACTS
chronic lymphocytic leukemia,multiple sclerosis,activate,2,2,"['36640058.txt', '32386862.txt']",INTERACTS
chronic lymphocytic leukemia,mycobacterium tuberculosis,activate,1,1,['32386862.txt'],INTERACTS
chronic lymphocytic leukemia,immunological diseases,activate,1,1,['32386862.txt'],INTERACTS
chronic lymphocytic leukemia,veno-occlusive disease,activate,1,1,['32386862.txt'],INTERACTS
chronic lymphocytic leukemia,cancer,activate,1,1,['32386862.txt'],INTERACTS
chronic lymphocytic leukemia,neoplastic disease,activate,1,1,['32210016.txt'],INTERACTS
chronic lymphocytic leukemia,abnormalities,activate,1,1,['31544709.txt'],INTERACTS
chronic lymphocytic leukemia,chronic lymphoblastic leukemia,activate,1,1,['31544709.txt'],INTERACTS
chronic lymphocytic leukemia,trisomy 12,activate,1,1,['31544709.txt'],INTERACTS
chronic lymphocytic leukemia,cll,activate,1,1,['31544709.txt'],INTERACTS
chronic lymphocytic leukemia,tumor,activate,1,1,['31544709.txt'],INTERACTS
chronic lymphocytic leukemia,MIR,activate,1,1,['31544709.txt'],INTERACTS
chronic lymphocytic leukemia,MIRNA,activate,1,1,['31544709.txt'],INTERACTS
chronic lymphocytic leukemia,MIR15,activate,1,1,['31544709.txt'],INTERACTS
chronic lymphocytic leukemia,MIR16,activate,1,1,['31544709.txt'],INTERACTS
chronic lymphocytic leukemia,regulatory t cells,activate,1,1,['33329575.txt'],INTERACTS
chronic lymphocytic leukemia,immune checkpoint upregulation,activate,1,1,['33329575.txt'],INTERACTS
chronic lymphocytic leukemia,IL10,activate,1,1,['33329575.txt'],INTERACTS
chronic lymphocytic leukemia,abnormal b cells,activate,1,1,['31829825.txt'],INTERACTS
chronic lymphocytic leukemia,th9 cells,activate,1,1,['31829825.txt'],INTERACTS
chronic lymphocytic leukemia,IL9,activate,1,1,['31829825.txt'],INTERACTS
chronic lymphocytic leukemia,b-cell lymphoma,activate,1,1,['35565280.txt'],INTERACTS
chronic lymphocytic leukemia,lymphoma,activate,1,1,['35565280.txt'],INTERACTS
b cells,chronic lymphocytic leukemia,activate,3,3,"['35021605.txt', '37439337.txt', '36640058.txt']",INTERACTS
b cells,gastric cancer,activate,2,2,"['32866262.txt', '39215354.txt']",INTERACTS
b cells,advanced gastric cancer,activate,1,1,['39215354.txt'],INTERACTS
b cells,healthy b cells,activate,1,1,['34198713.txt'],INTERACTS
b cells,renewing,activate,1,1,['34198713.txt'],INTERACTS
b cells,BCR,activate,4,4,"['35289309.txt', '32873644.txt', '33991510.txt', '32768227.txt']",INTERACTS
b cells,tumors,activate,3,3,"['33176492.txt', '32588229.txt', '33248905.txt']",INTERACTS
b cells,macrophage-dependent activation,activate,1,1,['33248905.txt'],INTERACTS
b cells,memory cells,activate,2,2,"['32373113.txt', '33248905.txt']",INTERACTS
b cells,plasma cells,activate,20,20,"['34911772.txt', '33248905.txt', '34321286.txt', '38113104.txt', '35446267.txt', '37419983.txt', '38813721.txt', '35289309.txt', '33711260.txt', '32708432.txt', '38773133.txt', '35108359.txt', '33184844.txt', '39086481.txt', '35404084.txt', '38169968.txt', '32931481.txt', '33199596.txt', '35095922.txt', '35263565.txt']",INTERACTS
b cells,anti-tumor response human cancers,activate,1,1,['33248905.txt'],INTERACTS
b cells,MUSK,activate,2,2,"['32098874.txt', '36307868.txt']",INTERACTS
b cells,plasmablasts,activate,8,8,"['34031147.txt', '33419925.txt', '38169968.txt', '36252821.txt', '38915059.txt', '36307868.txt', '35108359.txt', '33150420.txt']",INTERACTS
b cells,κ light-chain enhancer,activate,1,1,['38593810.txt'],INTERACTS
b cells,immune cells,activate,7,7,"['38640328.txt', '38505293.txt', '32484934.txt', '38497601.txt', '38775140.txt', '37343412.txt', '36082430.txt']",INTERACTS
b cells,leukemic b cells,activate,1,1,['37524666.txt'],INTERACTS
b cells,PLCG2,inhibit,1,1,['32671674.txt'],INTERACTS
b cells,IL4,activate,1,1,['35612500.txt'],INTERACTS
b cells,cancer,inhibit,4,4,"['38951879.txt', '34128588.txt', '35289309.txt', '35849338.txt']",INTERACTS
b cells,tumor immune surveillance,activate,1,1,['32301008.txt'],INTERACTS
b cells,immune response,activate,2,2,"['32301008.txt', '36798427.txt']",INTERACTS
b cells,MS4A1,inhibit,1,1,['34017137.txt'],INTERACTS
b cells,MKI67,activate,1,1,['33113874.txt'],INTERACTS
b cells,tls,activate,2,2,"['37343412.txt', '36900307.txt']",INTERACTS
b cells,functional,activate,1,1,['37343412.txt'],INTERACTS
b cells,tumor cells,inhibit,1,1,['32060891.txt'],INTERACTS
b cells,cd4 t cells,activate,2,2,"['36969196.txt', '37343412.txt']",INTERACTS
b cells,cd8 t cells,activate,2,2,"['36969196.txt', '37343412.txt']",INTERACTS
b cells,tumor-associated tertiary lymphoid structures,activate,1,1,['37343412.txt'],INTERACTS
b cells,tumor immunology,activate,1,1,['37343412.txt'],INTERACTS
b cells,ascs,activate,2,2,"['38986440.txt', '34220839.txt']",INTERACTS
b cells,memory b cells,inhibit,1,1,['34117106.txt'],INTERACTS
b cells,long,activate,1,1,['34220839.txt'],INTERACTS
b cells,IGG4,activate,2,2,"['34220839.txt', '32708432.txt']",INTERACTS
b cells,lymphoma,activate,7,7,"['32866262.txt', '36038195.txt', '34425062.txt', '34920808.txt', '33953289.txt', '34942000.txt', '32412663.txt']",INTERACTS
b cells,neoplastic,activate,1,1,['34425062.txt'],INTERACTS
b cells,extranodal lymphoma,activate,1,1,['34425062.txt'],INTERACTS
b cells,excessive inflammation,activate,1,1,['32524332.txt'],INTERACTS
b cells,gc b cells,activate,3,3,"['38169968.txt', '35095922.txt', '33419925.txt']",INTERACTS
b cells,antibody-secreting cells,activate,1,1,['38169968.txt'],INTERACTS
b cells,IFN,inhibit,1,1,['36524435.txt'],INTERACTS
b cells,IGA,inhibit,1,1,['34949671.txt'],INTERACTS
b cells,b memory cells,activate,2,2,"['38986440.txt', '34918359.txt']",INTERACTS
b cells,germinal center reaction,activate,1,1,['34918359.txt'],INTERACTS
b cells,ILC3,activate,1,1,['37225838.txt'],INTERACTS
b cells,antitumor immunity,activate,3,3,"['38445519.txt', '36882226.txt', '35044794.txt']",INTERACTS
b cells,cytokine-producing cells,activate,1,1,['35249482.txt'],INTERACTS
b cells,humoral immune responses,activate,2,2,"['35249482.txt', '36745859.txt']",INTERACTS
b cells,t cells,inhibit,1,1,['35359944.txt'],INTERACTS
b cells,regulatory t cells,inhibit,2,2,"['36252821.txt', '38351182.txt']",INTERACTS
b cells,immune responses,inhibit,1,1,['32693243.txt'],INTERACTS
b cells,alloantibody formation,activate,1,1,['36638335.txt'],INTERACTS
b cells,subsequent alloimmunization,activate,1,1,['36638335.txt'],INTERACTS
b cells,immune cell populations,activate,3,3,"['38521965.txt', '36900307.txt', '38779867.txt']",INTERACTS
b cells,non-small cell lung cancer,inhibit,1,1,['33042464.txt'],INTERACTS
b cells,persistent lymphocytosis,activate,1,1,['32496719.txt'],INTERACTS
b cells,dfs,activate,1,1,['37392243.txt'],INTERACTS
b cells,PRMT1,activate,1,1,['37310381.txt'],INTERACTS
b cells,MYC,activate,2,2,"['37310381.txt', '36710659.txt']",INTERACTS
b cells,MTOR,activate,1,1,['37310381.txt'],INTERACTS
b cells,autoimmunity,activate,3,3,"['36311757.txt', '32184790.txt', '38824171.txt']",INTERACTS
b cells,self-tolerance,activate,1,1,['38824171.txt'],INTERACTS
b cells,clonal deletion,inhibit,1,1,['38824171.txt'],INTERACTS
b cells,self,inhibit,1,1,['38824171.txt'],INTERACTS
b cells,viable cells,activate,1,1,['38824171.txt'],INTERACTS
b cells,immature b cells,activate,1,1,['38824171.txt'],INTERACTS
b cells,immature,activate,1,1,['38824171.txt'],INTERACTS
b cells,transitional b cells,activate,1,1,['38824171.txt'],INTERACTS
b cells,neoplastic cells,activate,2,2,"['32130407.txt', '35359944.txt']",INTERACTS
b cells,immune-modulation,activate,1,1,['35359944.txt'],INTERACTS
b cells,autoimmune disease,activate,1,1,['38574742.txt'],INTERACTS
b cells,autoimmune diseases,activate,6,6,"['33324003.txt', '37291228.txt', '38188600.txt', '38759373.txt', '36346550.txt', '39153835.txt']",INTERACTS
b cells,asc,activate,1,1,['33936114.txt'],INTERACTS
b cells,b cell,activate,2,2,"['32373113.txt', '33936114.txt']",INTERACTS
b cells,antibody,activate,3,3,"['33324003.txt', '32573488.txt', '33936114.txt']",INTERACTS
b cells,germline polyreactive b cells,activate,1,1,['33096040.txt'],INTERACTS
b cells,matured polyreactive b cells,activate,1,1,['33096040.txt'],INTERACTS
b cells,anti-influenza virus antibody responses,activate,1,1,['33096040.txt'],INTERACTS
b cells,BRCA1,activate,1,1,['34867973.txt'],INTERACTS
b cells,IL10,activate,4,4,"['33183950.txt', '35830810.txt', '34867973.txt', '32778925.txt']",INTERACTS
b cells,pd-1 blockade immunotherapy,inhibit,1,1,['33162976.txt'],INTERACTS
b cells,hematologic,inhibit,1,1,['34017137.txt'],INTERACTS
b cells,SARS-COV-2,inhibit,1,1,['34017137.txt'],INTERACTS
b cells,severe acute respiratory syndrome coronavirus,inhibit,1,1,['34017137.txt'],INTERACTS
b cells,primary biliary cholangitis,activate,1,1,['33249399.txt'],INTERACTS
b cells,CD4,activate,2,2,"['38146769.txt', '33765210.txt']",INTERACTS
b cells,effector cells,activate,1,1,['38146769.txt'],INTERACTS
b cells,neonatal cells,activate,1,1,['38146769.txt'],INTERACTS
b cells,adult cells,activate,1,1,['38146769.txt'],INTERACTS
b cells,cancer progression,inhibit,1,1,['34128588.txt'],INTERACTS
b cells,antitumour immune responses,activate,1,1,['31988391.txt'],INTERACTS
b cells,clonal expansion,activate,2,2,"['38637691.txt', '31988391.txt']",INTERACTS
b cells,cooperative selection,activate,1,1,['31988391.txt'],INTERACTS
b cells,lels,activate,1,1,['36226606.txt'],INTERACTS
b cells,epithelial b cells,activate,1,1,['36226606.txt'],INTERACTS
b cells,sg progenitor cell,inhibit,1,1,['36226606.txt'],INTERACTS
b cells,HLA-G,inhibit,1,1,['38022530.txt'],INTERACTS
b cells,IL6,activate,1,1,['32747260.txt'],INTERACTS
b cells,IFNA,inhibit,1,1,['36524435.txt'],INTERACTS
b cells,cell-derived lymphomas,activate,1,1,['33333768.txt'],INTERACTS
b cells,IL27,inhibit,1,1,['32383245.txt'],INTERACTS
b cells,inflammation,activate,2,2,"['36311757.txt', '37016198.txt']",INTERACTS
b cells,metabolic,activate,1,1,['36311757.txt'],INTERACTS
b cells,IL17,activate,1,1,['36311757.txt'],INTERACTS
b cells,chronic inflammation,activate,1,1,['36311757.txt'],INTERACTS
b cells,epigenetic alterations,activate,1,1,['36311757.txt'],INTERACTS
b cells,igm b cells,inhibit,1,1,['33253297.txt'],INTERACTS
b cells,NFE2L2,activate,1,1,['33101586.txt'],INTERACTS
b cells,dendritic cells,activate,6,6,"['38744839.txt', '36256820.txt', '34597618.txt', '35289309.txt', '31792819.txt', '33101586.txt']",INTERACTS
b cells,tumor immunity,activate,2,2,"['33096106.txt', '33101586.txt']",INTERACTS
b cells,cell proliferation,activate,1,1,['36700204.txt'],INTERACTS
b cells,IGG,inhibit,1,1,['34949671.txt'],INTERACTS
b cells,pcs,activate,1,1,['37419983.txt'],INTERACTS
b cells,bmem cells,activate,1,1,['37419983.txt'],INTERACTS
b cells,antitumor responses,activate,1,1,['37419983.txt'],INTERACTS
b cells,swine mediated zoonosis,activate,1,1,['38987322.txt'],INTERACTS
b cells,CXCL13,activate,1,1,['37020749.txt'],INTERACTS
b cells,triple negative breast cancer,activate,1,1,['34253827.txt'],INTERACTS
b cells,NBC,activate,1,1,['34253827.txt'],INTERACTS
b cells,myeloid,inhibit,1,1,['34253827.txt'],INTERACTS
b cells,antigen presentation,activate,5,5,"['33601413.txt', '33096106.txt', '37840242.txt', '36900307.txt', '38761795.txt']",INTERACTS
b cells,long-term protection,activate,2,2,"['38775140.txt', '33636402.txt']",INTERACTS
b cells,autoimmune cytopenia,activate,1,1,['37853951.txt'],INTERACTS
b cells,immunoglobulin,activate,1,1,['37853951.txt'],INTERACTS
b cells,IG,activate,2,2,"['34806017.txt', '37853951.txt']",INTERACTS
b cells,tumor progression,activate,1,1,['33062602.txt'],INTERACTS
b cells,cancer prognosis,inhibit,1,1,['34128588.txt'],INTERACTS
b cells,autoreactive b cells,activate,1,1,['38346408.txt'],INTERACTS
b cells,autoreactive t cells,activate,1,1,['38346408.txt'],INTERACTS
b cells,autoreactive,activate,1,1,['38346408.txt'],INTERACTS
b cells,immune dysregulation,activate,1,1,['38346408.txt'],INTERACTS
b cells,breast cancer,inhibit,1,1,['38702630.txt'],INTERACTS
b cells,myeloid cells,activate,2,2,"['33183950.txt', '36122412.txt']",INTERACTS
b cells,pbs,activate,1,1,['33419925.txt'],INTERACTS
b cells,lz b cells,activate,1,1,['33419925.txt'],INTERACTS
b cells,peripheral,activate,1,1,['34527001.txt'],INTERACTS
b cells,tertiary lymphoid structures,activate,1,1,['32827331.txt'],INTERACTS
b cells,cross-clade neutralizing responses,activate,1,1,['32755575.txt'],INTERACTS
b cells,vaccine-elicited breadth,activate,1,1,['32755575.txt'],INTERACTS
b cells,b lymphocytes,activate,2,2,"['38696569.txt', '33834782.txt']",INTERACTS
b cells,cancer evolution,activate,1,1,['37071673.txt'],INTERACTS
b cells,cd19,activate,1,1,['35753001.txt'],INTERACTS
b cells,increased autoimmune antibody responses,activate,1,1,['33639971.txt'],INTERACTS
b cells,protective antibody responses,inhibit,1,1,['33639971.txt'],INTERACTS
b cells,PIK3CG,activate,1,1,['33608456.txt'],INTERACTS
b cells,ZBTB18,inhibit,1,1,['33608456.txt'],INTERACTS
b cells,spinal cord,activate,1,1,['33277355.txt'],INTERACTS
b cells,amyotrophic lateral sclerosis,activate,1,1,['33277355.txt'],INTERACTS
b cells,acute spinal cord injury,activate,1,1,['33277355.txt'],INTERACTS
b cells,tumor,inhibit,3,3,"['38407894.txt', '32215868.txt', '36122412.txt']",INTERACTS
b cells,LUTAMINE,activate,1,1,['38696569.txt'],INTERACTS
b cells,worse clinical outcomes,activate,1,1,['38696569.txt'],INTERACTS
b cells,resistance to immunotherapy,activate,1,1,['38696569.txt'],INTERACTS
b cells,anticancer immunosurveillance,activate,1,1,['38698238.txt'],INTERACTS
b cells,mediate anticancer immunity,activate,1,1,['38698238.txt'],INTERACTS
b cells,adenocarcinoma,activate,2,2,"['32907876.txt', '32799112.txt']",INTERACTS
b cells,TP53,activate,1,1,['32799112.txt'],INTERACTS
b cells,GFR,activate,1,1,['32799112.txt'],INTERACTS
b cells,bm stromal cells,activate,1,1,['34956214.txt'],INTERACTS
b cells,pro,activate,1,1,['37001051.txt'],INTERACTS
b cells,IL35,activate,2,2,"['33183950.txt', '33479897.txt']",INTERACTS
b cells,TGFB,activate,2,2,"['33183950.txt', '36640058.txt']",INTERACTS
b cells,delayed malignant progression,inhibit,1,1,['33183950.txt'],INTERACTS
b cells,direct immunosuppression,activate,1,1,['33183950.txt'],INTERACTS
b cells,chronic colitis,inhibit,1,1,['35830810.txt'],INTERACTS
b cells,anti-tumor immunity,inhibit,1,1,['36640665.txt'],INTERACTS
b cells,immunoglobulin secretion,activate,1,1,['34626740.txt'],INTERACTS
b cells,activation-induced cytidine deaminase,activate,1,1,['38260362.txt'],INTERACTS
b cells,b regulatory cells,activate,1,1,['32775471.txt'],INTERACTS
b cells,cardiac remodeling,inhibit,1,1,['38290007.txt'],INTERACTS
b cells,reperfusion injury,inhibit,1,1,['38290007.txt'],INTERACTS
b cells,neutrophil,inhibit,1,1,['38290007.txt'],INTERACTS
b cells,reparative macrophage polarization,activate,1,1,['38290007.txt'],INTERACTS
b cells,contact-dependent interactions,activate,1,1,['38290007.txt'],INTERACTS
b cells,mature b cells,activate,1,1,['34824268.txt'],INTERACTS
b cells,developing,activate,1,1,['34824268.txt'],INTERACTS
b cells,mbl cells,activate,1,1,['37439337.txt'],INTERACTS
b cells,mbl,activate,1,1,['37439337.txt'],INTERACTS
b cells,malignancy,activate,1,1,['34586637.txt'],INTERACTS
b cells,neoplastic disorders,activate,1,1,['34586637.txt'],INTERACTS
b cells,lymphoproliferative disorders,activate,2,2,"['34586637.txt', '33560724.txt']",INTERACTS
b cells,acquired angioedema,activate,1,1,['34586637.txt'],INTERACTS
b cells,double negative 2 subset,activate,1,1,['38744839.txt'],INTERACTS
b cells,systemic lupus erythematosus,activate,1,1,['33288390.txt'],INTERACTS
b cells,tumor-directed immune responses,activate,1,1,['38866666.txt'],INTERACTS
b cells,PFS25,inhibit,1,1,['33048842.txt'],INTERACTS
b cells,PFS25-EPA,activate,1,1,['33048842.txt'],INTERACTS
b cells,IGHV,activate,1,1,['33048842.txt'],INTERACTS
b cells,single,activate,1,1,['33048842.txt'],INTERACTS
b cells,adipocytes,activate,2,2,"['37139973.txt', '32184790.txt']",INTERACTS
b cells,cell death,activate,1,1,['32184790.txt'],INTERACTS
b cells,IL17A,activate,1,1,['36309082.txt'],INTERACTS
b cells,IFNG,activate,1,1,['36309082.txt'],INTERACTS
b cells,LDHA,activate,1,1,['36309082.txt'],INTERACTS
b cells,early memory b cell precursors,activate,1,1,['34031147.txt'],INTERACTS
b cells,cell cycle,inhibit,1,1,['34911772.txt'],INTERACTS
b cells,leukemia,activate,1,1,['34920808.txt'],INTERACTS
b cells,"CRYOGLOBULINS IS A TERM THAT REFERS TO PROTEINS IN THE BLOOD THAT THICKEN IN COLD TEMPERATURES. IT IS NOT A GENE, SO THE OUTPUT SHOULD BE:",activate,1,1,['37511357.txt'],INTERACTS
b cells,ACHR-AB,activate,1,1,['32098874.txt'],INTERACTS
b cells,allergy,activate,2,2,"['34354007.txt', '32445094.txt']",INTERACTS
b cells,CR1,inhibit,1,1,['38133636.txt'],INTERACTS
b cells,infected,activate,1,1,['31693921.txt'],INTERACTS
b cells,CD19,activate,2,2,"['36453632.txt', '35203309.txt']",INTERACTS
b cells,ERBB2,activate,1,1,['36578947.txt'],INTERACTS
b cells,CXCR3,activate,1,1,['33152118.txt'],INTERACTS
b cells,microenvironmental populations,activate,1,1,['39187578.txt'],INTERACTS
b cells,spatial organization,activate,1,1,['39187578.txt'],INTERACTS
b cells,t lymphocytes,inhibit,1,1,['35935985.txt'],INTERACTS
b cells,immune tolerance,activate,1,1,['35935985.txt'],INTERACTS
b cells,gml,inhibit,1,1,['35931746.txt'],INTERACTS
b cells,gastric cancer development,activate,1,1,['37322134.txt'],INTERACTS
b cells,acute lymphoblastic leukemia,activate,2,2,"['37139973.txt', '38336380.txt']",INTERACTS
b cells,cytotoxic t lymphocytes,activate,1,1,['39199375.txt'],INTERACTS
b cells,macrophages,inhibit,1,1,['36122412.txt'],INTERACTS
b cells,ebv,activate,1,1,['34781735.txt'],INTERACTS
b cells,immune checkpoint inhibitors,activate,1,1,['32547556.txt'],INTERACTS
b cells,tumor-specific immunity,activate,1,1,['32363119.txt'],INTERACTS
b cells,CD5,activate,2,2,"['35203309.txt', '36640058.txt']",INTERACTS
b cells,anti-tumor adaptive immune responses,activate,1,1,['35909944.txt'],INTERACTS
b cells,αβ t cells,activate,1,1,['32017636.txt'],INTERACTS
b cells,antibody titers,activate,1,1,['35958615.txt'],INTERACTS
b cells,viral loads,inhibit,1,1,['35958615.txt'],INTERACTS
