nodeId:ID,name,node_type,:LABEL
myeloid cells,myeloid cells,pathways,Term
cytokine release syndrome,cytokine release syndrome,pathways,Term
myeloid-derived suppressor cells,myeloid-derived suppressor cells,pathways,Term
cancer cells,cancer cells,cell type,Term
resistant cancer cells,resistant cancer cells,cell type,Term
chemo-resistant hematologic malignancies,chemo-resistant hematologic malignancies,pathways,Term
extrahepatic transfection,extrahepatic transfection,pathways,Term
vivo evaluation,vivo evaluation,pathways,Term
acetyl-CoA,acetyl-CoA,unknown,Term
HIST1H2BK,HIST1H2BK,gene,Term
chromatin,chromatin,unknown,Term
T cell effector responses,T cell effector responses,unknown,Term
ACSS2,ACSS2,gene,Term
histone acetylation,histone acetylation,unknown,Term
chromatin accessibility,chromatin accessibility,unknown,Term
ACLY,ACLY,gene,Term
CIT,CIT,gene,Term
CD8 T cells,CD8 T cells,unknown,Term
antigen receptor,antigen receptor,cell type,Term
natural killer cells,natural killer cells,cell type,Term
malignancies,malignancies,disease,Term
obesity,obesity,disease,Term
steatosis,steatosis,disease,Term
senescence,senescence,unknown,Term
insulin resistance,insulin resistance,pathways,Term
MAPK14,MAPK14,gene,Term
MTOR,MTOR,gene,Term
aging-associated diseases,aging-associated diseases,pathways,Term
adipose tissue,adipose tissue,cell type,Term
adipose,adipose,cell type,Term
vγ9vδ2 t lymphocytes,vγ9vδ2 t lymphocytes,cell type,Term
non-small cell lung cancer,non-small cell lung cancer,disease,Term
cancer-related mortality,cancer-related mortality,pathways,Term
tumor immunity,tumor immunity,pathways,Term
mait cells,mait cells,cell type,Term
modified T cells,modified T cells,unknown,Term
human cells,human cells,cell type,Term
engineered skin,engineered skin,unknown,Term
non-integrative gene delivery,non-integrative gene delivery,pathways,Term
viral-mediated genomic insertions,viral-mediated genomic insertions,pathways,Term
malignant changes,malignant changes,unknown,Term
ICIS,ICIS,gene,Term
hypersensitivity,hypersensitivity,disease,Term
IL13,IL13,gene,Term
RANZYME,RANZYME,gene,Term
immune effector functions,immune effector functions,pathways,Term
macrophages,macrophages,cell type,Term
autoimmune disorders,autoimmune disorders,disease,Term
heart disease,heart disease,pathways,Term
chimeric antigen receptor,chimeric antigen receptor,pathways,Term
LAG3,LAG3,gene,Term
HAVCR2,HAVCR2,gene,Term
specific differentiation trajectories,specific differentiation trajectories,pathways,Term
cell-intrinsic predeterminants,cell-intrinsic predeterminants,pathways,Term
IL17,IL17,gene,Term
cd4 t cells,cd4 t cells,cell type,Term
cytokine production,cytokine production,pathways,Term
t cell,t cell,cell type,Term
tce,tce,cell type,Term
MS4A1,MS4A1,gene,Term
ALOX5AP,ALOX5AP,gene,Term
cd8 t cells,cd8 t cells,cell type,Term
TGFB1,TGFB1,gene,Term
γδ,γδ,disease,Term
ARAC,ARAC,gene,Term
CD134,CD134,gene,Term
effector memory t cells,effector memory t cells,cell type,Term
acute lymphoblastic leukemia,acute lymphoblastic leukemia,disease,Term
mesenchymal stem cells,mesenchymal stem cells,cell type,Term
cancer vaccines,cancer vaccines,pathways,Term
acute myeloid leukemia,acute myeloid leukemia,disease,Term
CD69,CD69,gene,Term
HLA-DR,HLA-DR,gene,Term
CART,CART,gene,Term
car,car,cell type,Term
CD33,CD33,gene,Term
CSF3R,CSF3R,gene,Term
FLT3L,FLT3L,gene,Term
immune effector cell-associated neurotoxicity syndrome,immune effector cell-associated neurotoxicity syndrome,pathways,Term
oncolytic viruses,oncolytic viruses,pathways,Term
MMR,MMR,gene,Term
tumor control,tumor control,unknown,Term
RAB27A,RAB27A,gene,Term
leukemia-like disease,leukemia-like disease,pathways,Term
ENPP1,ENPP1,gene,Term
CCRL1,CCRL1,gene,Term
CD30,CD30,gene,Term
TNFRSF1B,TNFRSF1B,gene,Term
STAT5,STAT5,unknown,Term
FCGR3A,FCGR3A,gene,Term
CD137L,CD137L,gene,Term
"ZINC IS A CHEMICAL ELEMENT, NOT A GENE.","ZINC IS A CHEMICAL ELEMENT, NOT A GENE.",gene,Term
cancer progression,cancer progression,pathways,Term
immune modulation,immune modulation,pathways,Term
bacteriophages,bacteriophages,cell type,Term
experimental colitis,experimental colitis,pathways,Term
bacteriophage infection,bacteriophage infection,pathways,Term
inflammatory bowel disease,inflammatory bowel disease,pathways,Term
blast cells,blast cells,cell type,Term
FLT3LG,FLT3LG,gene,Term
FLT3,FLT3,unknown,Term
cytomegalovirus,cytomegalovirus,disease,Term
NKG2C,NKG2C,unknown,Term
FcεRIγ,FcεRIγ,unknown,Term
ATG101,ATG101,gene,Term
CD137,CD137,gene,Term
PDCD1LG2,PDCD1LG2,gene,Term
immune cell populations,immune cell populations,cell type,Term
signal transduction,signal transduction,pathways,Term
PIK3CA,PIK3CA,gene,Term
glomerulonephritis,glomerulonephritis,disease,Term
proliferative glomerulonephritis development,proliferative glomerulonephritis development,pathways,Term
podocyte proliferation,podocyte proliferation,pathways,Term
ALPELISIB,ALPELISIB,gene,Term
lymphocytes,lymphocytes,cell type,Term
human lymphocytes,human lymphocytes,cell type,Term
PIK3CD,PIK3CD,gene,Term
podocytes,podocytes,cell type,Term
active lupus nephritis,active lupus nephritis,pathways,Term
colorectal cancer,colorectal cancer,disease,Term
tumor progression,tumor progression,pathways,Term
GD2,GD2,gene,Term
cell-based cancer immunotherapies,cell-based cancer immunotherapies,pathways,Term
CD8A,CD8A,gene,Term
IGG4,IGG4,gene,Term
HPN328,HPN328,gene,Term
TCL1A,TCL1A,gene,Term
DLL3,DLL3,gene,Term
long-term anti-tumor immunity,long-term anti-tumor immunity,unknown,Term
small cell lung neuroendocrine tumor,small cell lung neuroendocrine tumor,disease,Term
IDOI,IDOI,gene,Term
TPH,TPH,gene,Term
tregs,tregs,unknown,Term
CDK4,CDK4,gene,Term
CXCL10,CXCL10,gene,Term
CCL5,CCL5,gene,Term
tumor growth,tumor growth,pathways,Term
PIEZO1,PIEZO1,gene,Term
IL-17,IL-17,unknown,Term
Th17,Th17,unknown,Term
IL-15,IL-15,unknown,Term
DCs,DCs,unknown,Term
p38 MAPK,p38 MAPK,unknown,Term
glioblastoma cells,glioblastoma cells,cell type,Term
immunosuppressive cells,immunosuppressive cells,cell type,Term
cGAS-STING pathway,cGAS-STING pathway,unknown,Term
senescent cells,senescent cells,cell type,Term
cd8 t cell,cd8 t cell,cell type,Term
ABT26,ABT26,gene,Term
VITCLAX,VITCLAX,gene,Term
MIZ1,MIZ1,gene,Term
IL12,IL12,gene,Term
asthma,asthma,disease,Term
HDAC1,HDAC1,gene,Term
pro-pDC,pro-pDC,unknown,Term
mature pDC,mature pDC,unknown,Term
ESAM,ESAM,unknown,Term
dc,dc,cell type,Term
compromised cytokine production,compromised cytokine production,pathways,Term
exhaustion trajectories,exhaustion trajectories,pathways,Term
main immune checkpoints,main immune checkpoints,pathways,Term
anti-tumor immunity,anti-tumor immunity,pathways,Term
tumor selection pressure,tumor selection pressure,pathways,Term
CAR-NK,CAR-NK,gene,Term
hematological malignancies,hematological malignancies,disease,Term
relapsed/refractory hematological malignancies,relapsed/refractory hematological malignancies,pathways,Term
primary t cells,primary t cells,cell type,Term
cdc1 dendritic cells,cdc1 dendritic cells,cell type,Term
nkces,nkces,cell type,Term
nk cell engagers,nk cell engagers,cell type,Term
activated,activated,cell type,Term
virus,virus,cell type,Term
cancer-related fatalities,cancer-related fatalities,pathways,Term
adverse tumor microenvironment,adverse tumor microenvironment,pathways,Term
limited infiltration,limited infiltration,pathways,Term
CEA,CEA,gene,Term
NKG2DL,NKG2DL,gene,Term
certain hematological malignancies,certain hematological malignancies,pathways,Term
ECM1,ECM1,gene,Term
worm burden,worm burden,unknown,Term
response heterogeneity,response heterogeneity,pathways,Term
trichuris muris,trichuris muris,cell type,Term
CD44,CD44,gene,Term
interindividual immune response variation,interindividual immune response variation,pathways,Term
immune traits,immune traits,pathways,Term
CD5,CD5,gene,Term
CCD5,CCD5,gene,Term
E1A,E1A,gene,Term
E1B,E1B,gene,Term
human leukemic t cells,human leukemic t cells,cell type,Term
regulatory t cells,regulatory t cells,cell type,Term
effector cells,effector cells,pathways,Term
transient peripheral transcriptomic alterations,transient peripheral transcriptomic alterations,pathways,Term
HPYV2,HPYV2,gene,Term
pml,pml,cell type,Term
hpyv-2-specific T-cells,hpyv-2-specific T-cells,unknown,Term
short-term immunologic response,short-term immunologic response,pathways,Term
long-term clinical outcomes,long-term clinical outcomes,pathways,Term
metastatic tumors,metastatic tumors,unknown,Term
metastatic cancer cells,metastatic cancer cells,cell type,Term
malignant cells,malignant cells,cell type,Term
pulmonary,pulmonary,cell type,Term
b16 melanoma cells,b16 melanoma cells,cell type,Term
intravenously injected,intravenously injected,cell type,Term
H2DPE,H2DPE,gene,Term
TCR,TCR,gene,Term
CARs,CARs,unknown,Term
signaling cascades,signaling cascades,unknown,Term
cytotoxic properties,cytotoxic properties,unknown,Term
CAR T cell therapy,CAR T cell therapy,unknown,Term
oncohematological diseases,oncohematological diseases,unknown,Term
malignant neoplasms,malignant neoplasms,cell type,Term
tumor-associated antigens,tumor-associated antigens,pathways,Term
leukocytes,leukocytes,cell type,Term
brain-preserving immune suppression,brain-preserving immune suppression,pathways,Term
tumor-directed immune activation,tumor-directed immune activation,pathways,Term
excessive neuroinflammation,excessive neuroinflammation,pathways,Term
tissue,tissue,cell type,Term
tumor infiltrating lymphocytes,tumor infiltrating lymphocytes,cell type,Term
CD,CD,gene,Term
TGFB,TGFB,gene,Term
SMAD,SMAD,unknown,Term
CSF2,CSF2,gene,Term
gpi-ecto-tβrii,gpi-ecto-tβrii,unknown,Term
slecs,slecs,unknown,Term
TGFBRI,TGFBRI,gene,Term
RGD1306205,RGD1306205,gene,Term
TBX21,TBX21,gene,Term
G6PC,G6PC,gene,Term
SLC2A3,SLC2A3,gene,Term
E6,E6,gene,Term
E7,E7,gene,Term
neuroblastoma,neuroblastoma,disease,Term
myeloid populations,myeloid populations,cell type,Term
natural killer,natural killer,cell type,Term
nk,nk,cell type,Term
PVRL2,PVRL2,gene,Term
STAT5B,STAT5B,gene,Term
conventional lymphodepletion,conventional lymphodepletion,pathways,Term
pre-conditioning regimens,pre-conditioning regimens,pathways,Term
lymphodepletion protocols,lymphodepletion protocols,pathways,Term
cytopenia,cytopenia,disease,Term
MSD1,MSD1,gene,Term
HDAC3,HDAC3,gene,Term
panobinostat,panobinostat,unknown,Term
CXCL9,CXCL9,gene,Term
cxcl11,cxcl11,unknown,Term
immune cell,immune cell,cell type,Term
CXCR3,CXCR3,gene,Term
tumor-specific inactivation,tumor-specific inactivation,pathways,Term
antitumor immunity,antitumor immunity,pathways,Term
cell-cycle arrest,cell-cycle arrest,pathways,Term
immunocompetent,immunocompetent,cell type,Term
ZEB1,ZEB1,gene,Term
IL23,IL23,gene,Term
SOCS2,SOCS2,gene,Term
leukemia cells,leukemia cells,cell type,Term
leukemic cells,leukemic cells,cell type,Term
aml cells,aml cells,cell type,Term
th17,th17,unknown,Term
cd8 t lymphocytes,cd8 t lymphocytes,unknown,Term
immune regulatory functions,immune regulatory functions,pathways,Term
silencing zeb1,silencing zeb1,unknown,Term
extramedullary disease,extramedullary disease,unknown,Term
engraftment,engraftment,unknown,Term
white blood cells,white blood cells,cell type,Term
infected,infected,cell type,Term
virus replication,virus replication,pathways,Term
BGLAP,BGLAP,gene,Term
MRNA,MRNA,gene,Term
dcs,dcs,cell type,Term
lecs,lecs,cell type,Term
AT,AT,gene,Term
EGFR,EGFR,gene,Term
pancreatic tumors,pancreatic tumors,disease,Term
combinatorial protein expression,combinatorial protein expression,pathways,Term
Autologous T cells,Autologous T cells,unknown,Term
Chimeric Antigen Receptor,Chimeric Antigen Receptor,unknown,Term
Autologous T cells expressing the Chimeric Antigen Receptor,Autologous T cells expressing the Chimeric Antigen Receptor,unknown,Term
drug-resistant,drug-resistant,disease,Term
neutrophils,neutrophils,cell type,Term
drug-resistant tumors,drug-resistant tumors,pathways,Term
innate t cells,innate t cells,cell type,Term
t cell types,t cell types,cell type,Term
solid tumor infiltration,solid tumor infiltration,pathways,Term
tumor microenvironment,tumor microenvironment,unknown,Term
tumor immunobiology,tumor immunobiology,pathways,Term
TCF1,TCF1,gene,Term
CD28,CD28,gene,Term
mature cd4 t cells,mature cd4 t cells,cell type,Term
donor cd4 t cells,donor cd4 t cells,cell type,Term
ITGA2,ITGA2,gene,Term
CD274,CD274,gene,Term
human γδ t cells,human γδ t cells,cell type,Term
γδt1 cells,γδt1 cells,cell type,Term
human γδt17 cells,human γδt17 cells,cell type,Term
IL17A,IL17A,gene,Term
IL7,IL7,gene,Term
T CELL RECEPTOR GAMMA DELTA,T CELL RECEPTOR GAMMA DELTA,gene,Term
peripheral blood mononuclear cells,peripheral blood mononuclear cells,cell type,Term
-)-epigallocatechin,-)-epigallocatechin,unknown,Term
SND1,SND1,gene,Term
EGC,EGC,gene,Term
HLA,HLA,gene,Term
renal cell carcinoma,renal cell carcinoma,disease,Term
SPP1,SPP1,gene,Term
neurofibromatosis 1 defects,neurofibromatosis 1 defects,pathways,Term
malignant peripheral nerve sheath tumors,malignant peripheral nerve sheath tumors,unknown,Term
immune response,immune response,pathways,Term
HLA-I,HLA-I,gene,Term
Th1-like Treg cells,Th1-like Treg cells,unknown,Term
type 1 dendritic cells,type 1 dendritic cells,cell type,Term
mesenchymal stromal cells,mesenchymal stromal cells,cell type,Term
mscs,mscs,cell type,Term
human car t cells,human car t cells,cell type,Term
SUV39H1,SUV39H1,gene,Term
epigenetic programming,epigenetic programming,pathways,Term
lysine-9 methyl-transferase,lysine-9 methyl-transferase,pathways,Term
nivolumab,nivolumab,unknown,Term
T cell activation markers,T cell activation markers,unknown,Term
cryoablation,cryoablation,unknown,Term
serum Th1 cytokines,serum Th1 cytokines,unknown,Term
immunosuppressive serum CD4,immunosuppressive serum CD4,unknown,Term
immune checkpoint blockade,immune checkpoint blockade,pathways,Term
grade 4 liver toxicity,grade 4 liver toxicity,pathways,Term
hyperthyroidism,hyperthyroidism,disease,Term
genetic engineering,genetic engineering,pathways,Term
antigen specificity,antigen specificity,pathways,Term
engineered t cells,engineered t cells,cell type,Term
tumor antigens,tumor antigens,pathways,Term
bal leukocytes,bal leukocytes,cell type,Term
vγ9vδ2 t cells,vγ9vδ2 t cells,cell type,Term
NKG2D/NKG2DLIGAND,NKG2D/NKG2DLIGAND,gene,Term
FASLG,FASLG,gene,Term
FAS,FAS,gene,Term
γδ t cell subset,γδ t cell subset,cell type,Term
STING,STING,gene,Term
innate immune cells,innate immune cells,cell type,Term
GLYPICAN-2,GLYPICAN-2,gene,Term
GLYPICAN 2,GLYPICAN 2,gene,Term
chimeric antigen receptors,chimeric antigen receptors,pathways,Term
systemic,systemic,disease,Term
Akkermansia,Akkermansia,unknown,Term
Bifidobacterium longum,Bifidobacterium longum,unknown,Term
Bacteroides,Bacteroides,unknown,Term
Ruminococcus,Ruminococcus,unknown,Term
Eubacterium,Eubacterium,unknown,Term
high-risk antibiotics,high-risk antibiotics,unknown,Term
ZNF143,ZNF143,gene,Term
UDT21,UDT21,gene,Term
KMO,KMO,gene,Term
AHR,AHR,gene,Term
immune cell function,immune cell function,unknown,Term
Accum,Accum,unknown,Term
lymphoma,lymphoma,disease,Term
CD47,CD47,gene,Term
target cells,target cells,cell type,Term
ACYP1,ACYP1,gene,Term
membrane ion,membrane ion,unknown,Term
acyl phosphate,acyl phosphate,unknown,Term
immune infiltration patterns,immune infiltration patterns,pathways,Term
DM1,DM1,gene,Term
antibody-drug conjugate therapy,antibody-drug conjugate therapy,pathways,Term
craniopharyngioma,craniopharyngioma,disease,Term
stem,stem,cell type,Term
activated tregs,activated tregs,unknown,Term
KIT,KIT,gene,Term
mast cells,mast cells,cell type,Term
lymphocyte subsets,lymphocyte subsets,cell type,Term
MIR155,MIR155,gene,Term
multiple sclerosis,multiple sclerosis,disease,Term
ITGAX,ITGAX,gene,Term
lung,lung,disease,Term
pmn,pmn,cell type,Term
glutathione peroxidase,glutathione peroxidase,pathways,Term
HHH,HHH,gene,Term
GLI,GLI,gene,Term
gli1,gli1,unknown,Term
cellular immunity,cellular immunity,pathways,Term
TLR8,TLR8,gene,Term
R848,R848,unknown,Term
BRCA1,BRCA1,gene,Term
immunogenic cell death,immunogenic cell death,pathways,Term
LIPG,LIPG,gene,Term
protein distribution,protein distribution,pathways,Term
NFKB,NFKB,gene,Term
MYC,MYC,gene,Term
multiple myeloma,multiple myeloma,pathways,Term
RAS,RAS,gene,Term
MAPK,MAPK,gene,Term
b lymphocytes,b lymphocytes,cell type,Term
gastric cancer,gastric cancer,disease,Term
gastric cancer peritoneal metastasis,gastric cancer peritoneal metastasis,pathways,Term
poor gastric cancer,poor gastric cancer,pathways,Term
poorer prognosis,poorer prognosis,pathways,Term
TXNIP,TXNIP,gene,Term
autophagy inhibitors,autophagy inhibitors,unknown,Term
apoptosis,apoptosis,unknown,Term
KRAS,KRAS,gene,Term
MKI67,MKI67,gene,Term
dmmr tumors,dmmr tumors,cell type,Term
pembrolizumab,pembrolizumab,unknown,Term
checkpoint blockade,checkpoint blockade,unknown,Term
tumor cytoarchitecture,tumor cytoarchitecture,pathways,Term
macrophage/tumor cell interactions,macrophage/tumor cell interactions,unknown,Term
T cell/T cell interactions,T cell/T cell interactions,unknown,Term
periodontitis,periodontitis,disease,Term
IL6,IL6,gene,Term
t regulatory cells,t regulatory cells,cell type,Term
immune surveillance mechanisms,immune surveillance mechanisms,pathways,Term
MTCH,MTCH,gene,Term
hepatocellular carcinoma,hepatocellular carcinoma,disease,Term
type I IFN,type I IFN,unknown,Term
IFN-γ,IFN-γ,unknown,Term
CXCL9/10,CXCL9/10,unknown,Term
viral infection,viral infection,disease,Term
Mtb-specific CD4,Mtb-specific CD4,unknown,Term
Mtb,Mtb,unknown,Term
VORINOSTAT,VORINOSTAT,gene,Term
HDAC,HDAC,gene,Term
infected cells,infected cells,cell type,Term
tumor immunosuppression,tumor immunosuppression,pathways,Term
EVS,EVS,gene,Term
EV,EV,gene,Term
NACC1,NACC1,gene,Term
IDO1,IDO1,gene,Term
kynurenine,kynurenine,unknown,Term
adaptive immune responses,adaptive immune responses,unknown,Term
CD74,CD74,gene,Term
ACTA1,ACTA1,gene,Term
CTNNB1,CTNNB1,gene,Term
thymocytes,thymocytes,cell type,Term
immune cell-based immunotherapy,immune cell-based immunotherapy,pathways,Term
diverse immune cells,diverse immune cells,cell type,Term
biomimetic,biomimetic,cell type,Term
VWF,VWF,gene,Term
ADAMTS13,ADAMTS13,gene,Term
LFA1,LFA1,gene,Term
ITGA2B,ITGA2B,gene,Term
activated endothelial cells,activated endothelial cells,cell type,Term
endothelial cells,endothelial cells,cell type,Term
bone marrow transplantation,bone marrow transplantation,pathways,Term
gvhd,gvhd,disease,Term
haematopoietic stem cell,haematopoietic stem cell,cell type,Term
allo-hsct,allo-hsct,unknown,Term
tme,tme,cell type,Term
CD45RABC,CD45RABC,gene,Term
CD45RO,CD45RO,gene,Term
antitumor t cells,antitumor t cells,cell type,Term
BROLIZUMAB,BROLIZUMAB,gene,Term
cytotoxic t cells,cytotoxic t cells,cell type,Term
th1 cells,th1 cells,cell type,Term
immune cell infiltrates,immune cell infiltrates,cell type,Term
adoptive t cells,adoptive t cells,cell type,Term
IL25,IL25,gene,Term
IL17RB,IL17RB,gene,Term
b cell,b cell,cell type,Term
leukemic b cells,leukemic b cells,cell type,Term
tumor microenvironment support,tumor microenvironment support,pathways,Term
RORC,RORC,gene,Term
IL17F,IL17F,unknown,Term
GLYCS,GLYCS,gene,Term
SCNN1B,SCNN1B,gene,Term
NTRK1,NTRK1,gene,Term
specialized t cell memory populations,specialized t cell memory populations,cell type,Term
key pathogen entry sites,key pathogen entry sites,pathways,Term
HSPA1A,HSPA1A,gene,Term
solid tumours,solid tumours,disease,Term
genetically modified,genetically modified,cell type,Term
BCMA,BCMA,gene,Term
NOTCH,NOTCH,gene,Term
SLCO1B3,SLCO1B3,gene,Term
engineered,engineered,cell type,Term
immune-cancer cell interactions,immune-cancer cell interactions,pathways,Term
cancers,cancers,disease,Term
unconventional,unconventional,cell type,Term
sustained antitumor responses,sustained antitumor responses,pathways,Term
tumor infiltration,tumor infiltration,pathways,Term
αβ t cells,αβ t cells,cell type,Term
MYD88,MYD88,gene,Term
eosinophils,eosinophils,cell type,Term
breast cancer,breast cancer,disease,Term
car carcinoma,car carcinoma,unknown,Term
cancer immune surveillance,cancer immune surveillance,pathways,Term
HLA-CLASSI,HLA-CLASSI,gene,Term
HPK1,HPK1,gene,Term
