:START_ID,:END_ID,relationship,weight:int,file_count:int,sources,:TYPE
DNAM-1,inflammation-related tumor development,activate,1,1,['34672321.txt'],INTERACTS
DNAM-1,tumor immunity,activate,2,2,"['34672321.txt', '32040157.txt']",INTERACTS
DNAM-1,anti-cancer activities,activate,1,1,['32528479.txt'],INTERACTS
DNAM-1,antibody-dependent cellular cytotoxicity,activate,1,1,['32528479.txt'],INTERACTS
DNAM-1,NKG2A,inhibit,1,1,['37738462.txt'],INTERACTS
DNAM-1,blood nk cells,inhibit,1,1,['37738462.txt'],INTERACTS
DNAM-1,nk cell,inhibit,1,1,['37738462.txt'],INTERACTS
DNAM-1,neoplastic cell evasion,inhibit,1,1,['36440686.txt'],INTERACTS
DNAM-1,anti-tumor immune response,activate,1,1,['32019260.txt'],INTERACTS
DNAM-1,cytotoxic lymphocytes,activate,1,1,['32019260.txt'],INTERACTS
DNAM-1,natural killer cells,activate,1,1,['38191799.txt'],INTERACTS
CD226,CD155,activate,1,1,['35947095.txt'],INTERACTS
CD226,DNAM-1,activate,2,2,"['32040515.txt', '35947095.txt']",INTERACTS
CD226,immune,activate,1,1,['31883911.txt'],INTERACTS
CD226,nk cells,activate,3,3,"['31883911.txt', '32040515.txt', '36630913.txt']",INTERACTS
CD226,t cells,activate,5,5,"['31883911.txt', '34373559.txt', '32040515.txt', '34367178.txt', '34433460.txt']",INTERACTS
CD226,recipient lymphocytes,activate,1,1,['32040515.txt'],INTERACTS
CD226,allogeneic hematopoietic stem cell transplantation,activate,1,1,['32040515.txt'],INTERACTS
CD226,SDNAM-1,activate,1,1,['32040515.txt'],INTERACTS
CD226,nk,activate,1,1,['34433460.txt'],INTERACTS
CD226,natural killer cell,activate,1,1,['33933849.txt'],INTERACTS
CD226,anti-cancer effects,activate,1,1,['33933849.txt'],INTERACTS
CD226,cell-killing,activate,1,1,['33933849.txt'],INTERACTS
CD226,systemic lupus erythematosus,activate,1,1,['34373559.txt'],INTERACTS
CD226,SAI2K,activate,1,1,['34373559.txt'],INTERACTS
CD226,natural killer cells,activate,1,1,['34373559.txt'],INTERACTS
CD226,b cells,activate,1,1,['34367178.txt'],INTERACTS
TIGIT,CD155,inhibit,2,2,"['38429294.txt', '38666504.txt']",INTERACTS
TIGIT,DNAM-1,inhibit,2,2,"['36440686.txt', '35947095.txt']",INTERACTS
TIGIT,neuroblastoma growth,inhibit,1,1,['38181797.txt'],INTERACTS
TIGIT,PDCD1LG2,activate,1,1,['38181797.txt'],INTERACTS
TIGIT,immune,inhibit,1,1,['31883911.txt'],INTERACTS
TIGIT,nk cells,activate,7,7,"['34699594.txt', '32134744.txt', '38967649.txt', '34100383.txt', '38053639.txt', '38429294.txt', '38545758.txt']",INTERACTS
TIGIT,t cells,activate,1,1,['38545758.txt'],INTERACTS
TIGIT,immune checkpoint receptors,activate,1,1,['34599946.txt'],INTERACTS
TIGIT,PVR,inhibit,1,1,['35090381.txt'],INTERACTS
TIGIT,treg cells,inhibit,1,1,['38545758.txt'],INTERACTS
TIGIT,cd8 + t cells,activate,1,1,['38545758.txt'],INTERACTS
TIGIT,FOXP3,inhibit,2,2,"['38545758.txt', '34100383.txt']",INTERACTS
TIGIT,DC1,activate,1,1,['38545758.txt'],INTERACTS
TIGIT,XCL1,activate,1,1,['38545758.txt'],INTERACTS
TIGIT,FLT3L,activate,1,1,['38545758.txt'],INTERACTS
TIGIT,effector lymphocytes,inhibit,1,1,['34694361.txt'],INTERACTS
TIGIT,treg cell,activate,1,1,['34694361.txt'],INTERACTS
TIGIT,immune cells,inhibit,1,1,['34906767.txt'],INTERACTS
TIGIT,immune cell-induced antitumor responses,inhibit,1,1,['34906767.txt'],INTERACTS
TIGIT,inhibitory immune checkpoints,activate,1,1,['34906767.txt'],INTERACTS
TIGIT,anti-tumor immune responses,inhibit,1,1,['34906767.txt'],INTERACTS
TIGIT,HAVCR2,activate,1,1,['37567938.txt'],INTERACTS
TIGIT,CD69,activate,1,1,['38967649.txt'],INTERACTS
TIGIT,CD107A,activate,1,1,['38967649.txt'],INTERACTS
TIGIT,IFNG,inhibit,1,1,['32804915.txt'],INTERACTS
TIGIT,nk,inhibit,2,2,"['34244300.txt', '34433460.txt']",INTERACTS
TIGIT,ciml-,activate,1,1,['38967649.txt'],INTERACTS
TIGIT,healthy donor nk cells,activate,1,1,['38967649.txt'],INTERACTS
TIGIT,CD73,inhibit,1,1,['38429294.txt'],INTERACTS
TIGIT,ADORA,inhibit,1,1,['38429294.txt'],INTERACTS
TIGIT,complete tumor eradication,activate,1,1,['38429294.txt'],INTERACTS
TIGIT,T and NK cell activities,inhibit,1,1,['33900817.txt'],INTERACTS
TIGIT,PVR or PVR2,inhibit,1,1,['33900817.txt'],INTERACTS
TIGIT,cancer cells,inhibit,1,1,['32645139.txt'],INTERACTS
TIGIT,tumor cells,inhibit,2,2,"['32645139.txt', '33469677.txt']",INTERACTS
TIGIT,CENPF,activate,1,1,['34699594.txt'],INTERACTS
TIGIT,MKI67,activate,1,1,['34699594.txt'],INTERACTS
TIGIT,TOP2A,activate,1,1,['34699594.txt'],INTERACTS
TIGIT,mature,inhibit,1,1,['34699594.txt'],INTERACTS
TIGIT,natural killer cells,inhibit,4,4,"['38191799.txt', '36633682.txt', '32900861.txt', '38588410.txt']",INTERACTS
TIGIT,neoplastic cell evasion,activate,1,1,['36440686.txt'],INTERACTS
TIGIT,t cell,inhibit,2,2,"['31828774.txt', '34100383.txt']",INTERACTS
TIGIT,anti-tumour responses,inhibit,1,1,['31828774.txt'],INTERACTS
TIGIT,IL17A,inhibit,1,1,['32804915.txt'],INTERACTS
TIGIT,cd8 t cells,inhibit,1,1,['32804915.txt'],INTERACTS
TIGIT,cd8 t,inhibit,1,1,['32804915.txt'],INTERACTS
TIGIT,immune effector cells,inhibit,1,1,['32804915.txt'],INTERACTS
TIGIT,effector cells,inhibit,1,1,['32804915.txt'],INTERACTS
TIGIT,cytokine production,inhibit,1,1,['32804915.txt'],INTERACTS
TIGIT,IL10,activate,1,1,['32804915.txt'],INTERACTS
TIGIT,cancer progression,activate,1,1,['33686787.txt'],INTERACTS
TIGIT,colorectal,activate,1,1,['33686787.txt'],INTERACTS
TIGIT,t regulatory cells,inhibit,1,1,['38666504.txt'],INTERACTS
TIGIT,antitumor immune response,inhibit,1,1,['38666504.txt'],INTERACTS
TIGIT,nk cell,inhibit,2,2,"['33304346.txt', '32714324.txt']",INTERACTS
TIGIT,tumor progression,inhibit,1,1,['33469677.txt'],INTERACTS
TIGIT,immune checkpoint inhibitors,inhibit,1,1,['38438420.txt'],INTERACTS
TIGIT,CD4,inhibit,1,1,['34100383.txt'],INTERACTS
TIGIT,CD8,inhibit,1,1,['34100383.txt'],INTERACTS
TIGIT,CD19,inhibit,1,1,['34100383.txt'],INTERACTS
TIGIT,CASP3,activate,1,1,['34100383.txt'],INTERACTS
TIGIT,sepsis-induced loss,activate,1,1,['34100383.txt'],INTERACTS
TIGIT,antitumor immunity,inhibit,1,1,['34100383.txt'],INTERACTS
TIGIT,tumor growth,inhibit,1,1,['38588410.txt'],INTERACTS
TIGIT,CD8+ T cells,inhibit,1,1,['38588410.txt'],INTERACTS
TIGIT,PVRL2,inhibit,1,1,['38588410.txt'],INTERACTS
TIGIT,PD-L1,inhibit,1,1,['38588410.txt'],INTERACTS
TIGIT,T cell activation,inhibit,1,1,['38191799.txt'],INTERACTS
TIGIT,cancer,inhibit,1,1,['37261087.txt'],INTERACTS
TIGIT,tumor immunity,inhibit,1,1,['34244300.txt'],INTERACTS
FTY720,CD56,inhibit,1,1,['32745802.txt'],INTERACTS
FTY720,cytolytic cells,activate,2,1,['36030289.txt'],INTERACTS
FTY720,CD8,activate,2,1,['36030289.txt'],INTERACTS
FTY720,PFP,activate,2,1,['36030289.txt'],INTERACTS
FTY720,infected t follicular helper cells,inhibit,2,1,['36030289.txt'],INTERACTS
CD56,nk cytotoxic,activate,1,1,['34284214.txt'],INTERACTS
CD56,nk cells,activate,5,5,"['38889192.txt', '34699594.txt', '34599946.txt', '33193318.txt', '34284214.txt']",INTERACTS
CD56,peripheral blood nk cells,activate,1,1,['34599946.txt'],INTERACTS
CD56,CIK cells,activate,1,1,['32471216.txt'],INTERACTS
CD56,t cells,activate,3,3,"['33664730.txt', '33193318.txt', '36769064.txt']",INTERACTS
CD56,CD94,activate,1,1,['32453840.txt'],INTERACTS
CD56,nk,activate,1,1,['38484189.txt'],INTERACTS
CD56,ilc3 cells,activate,1,1,['38484189.txt'],INTERACTS
CD56,fatty acid,activate,1,1,['33713619.txt'],INTERACTS
CD56,attenuated inflammation,inhibit,1,1,['33713619.txt'],INTERACTS
CD56,t lymphocytes,activate,1,1,['39020008.txt'],INTERACTS
CD56,cytotoxic cells,activate,2,2,"['39020008.txt', '36264774.txt']",INTERACTS
CD56,CD69,activate,1,1,['36264774.txt'],INTERACTS
CD56,CD107A,activate,1,1,['36264774.txt'],INTERACTS
CD56,tumor cells,activate,1,1,['36264774.txt'],INTERACTS
CD56,MKI67,activate,2,1,['34699594.txt'],INTERACTS
CD56,HAVCR2,activate,1,1,['34699594.txt'],INTERACTS
CD56,TIGIT,activate,1,1,['34699594.txt'],INTERACTS
CD56,CENPF,activate,1,1,['34699594.txt'],INTERACTS
CD56,TOP2A,activate,1,1,['34699594.txt'],INTERACTS
CD56,mature,inhibit,1,1,['34699594.txt'],INTERACTS
CD56,GAG,activate,1,1,['38889192.txt'],INTERACTS
CD56,human primary nk cells,activate,1,1,['38889192.txt'],INTERACTS
CD56,polymorphonuclear cells,activate,1,1,['38889192.txt'],INTERACTS
CD56,immune cells,activate,1,1,['38889192.txt'],INTERACTS
CD56,enhanced antifungal effector responses,activate,1,1,['38889192.txt'],INTERACTS
CD56,immune-enhancing chemokines,activate,1,1,['38889192.txt'],INTERACTS
CD56,acute myeloid leukemia,activate,1,1,['33526873.txt'],INTERACTS
CD56,acute lymphoblastic leukemia,activate,1,1,['33526873.txt'],INTERACTS
CD56,acute undifferentiated leukemia,activate,1,1,['33526873.txt'],INTERACTS
CD56,peripheral blood circulating cytotoxic cells,activate,1,1,['33193318.txt'],INTERACTS
CD56,activated cytotoxic t cells,activate,1,1,['33193318.txt'],INTERACTS
CD56,nkt,activate,1,1,['33193318.txt'],INTERACTS
CD56,RANZYME,activate,1,1,['32271902.txt'],INTERACTS
CD56,adaptive nk cells,activate,1,1,['32271902.txt'],INTERACTS
CD56,monocytes,activate,1,1,['38973235.txt'],INTERACTS
CD56,immune overactivation,activate,1,1,['38973235.txt'],INTERACTS
CD56,NKT,activate,1,1,['36769064.txt'],INTERACTS
CD56,cik cells,activate,2,2,"['32349280.txt', '32060687.txt']",INTERACTS
CD56,CD4,inhibit,1,1,['38668728.txt'],INTERACTS
CD56,IL2RA,inhibit,1,1,['38668728.txt'],INTERACTS
covid-19,SARS-COV-2,activate,1,1,['37036008.txt'],INTERACTS
covid-19,IL8,activate,1,1,['37036008.txt'],INTERACTS
covid-19,IL10,activate,1,1,['37036008.txt'],INTERACTS
covid-19,IL18,activate,1,1,['37036008.txt'],INTERACTS
covid-19,b cells,activate,1,1,['37036008.txt'],INTERACTS
covid-19,lymphopenia,activate,1,1,['34775592.txt'],INTERACTS
covid-19,nk cells,activate,1,1,['36275702.txt'],INTERACTS
covid-19,natural killer cells,inhibit,1,1,['34775592.txt'],INTERACTS
covid-19,activated nk cells,activate,1,1,['34775592.txt'],INTERACTS
covid-19,cell therapy,activate,1,1,['34775592.txt'],INTERACTS
covid-19,peripheral blood lymphocyte subsets,activate,1,1,['34221400.txt'],INTERACTS
covid-19,lymphocytes,activate,1,1,['34221400.txt'],INTERACTS
covid-19,PFP,activate,1,1,['36275702.txt'],INTERACTS
covid-19,GZMA,activate,1,1,['36275702.txt'],INTERACTS
covid-19,IFNG,activate,1,1,['36275702.txt'],INTERACTS
covid-19,TNFA,activate,1,1,['36275702.txt'],INTERACTS
covid-19,immune cells,activate,1,1,['34712741.txt'],INTERACTS
covid-19,cancer-related immune disorder,activate,1,1,['34712741.txt'],INTERACTS
SARS-COV-2,covid-19,activate,1,1,['37036008.txt'],INTERACTS
SARS-COV-2,IL8,activate,1,1,['37036008.txt'],INTERACTS
SARS-COV-2,IL10,activate,1,1,['37036008.txt'],INTERACTS
SARS-COV-2,IL18,activate,1,1,['37036008.txt'],INTERACTS
SARS-COV-2,b cells,activate,1,1,['37036008.txt'],INTERACTS
SARS-COV-2,adaptive immune cells,activate,1,1,['33077873.txt'],INTERACTS
SARS-COV-2,neutrophils,activate,1,1,['32659373.txt'],INTERACTS
SARS-COV-2,immune cells,activate,1,1,['32659373.txt'],INTERACTS
SARS-COV-2,nk cells,activate,1,1,['32659373.txt'],INTERACTS
SARS-COV-2,monocytes,activate,1,1,['32659373.txt'],INTERACTS
SARS-COV-2,cellular infection,activate,1,1,['35003077.txt'],INTERACTS
IL8,nk cells,activate,1,1,['35319989.txt'],INTERACTS
IL8,CXCL8,activate,1,1,['35319989.txt'],INTERACTS
IL8,immune system homeostasis,inhibit,1,1,['34716309.txt'],INTERACTS
IL8,neutrophils,activate,1,1,['38693312.txt'],INTERACTS
IL8,neutrophil,activate,1,1,['38693312.txt'],INTERACTS
IL8,senescent cells,activate,1,1,['38693312.txt'],INTERACTS
IL8,senescent tumor cells,activate,1,1,['38693312.txt'],INTERACTS
IL8,breast cancer cells,activate,1,1,['38693312.txt'],INTERACTS
IL8,cellular senescence,activate,1,1,['38693312.txt'],INTERACTS
IL8,IL4,activate,1,1,['36479153.txt'],INTERACTS
IL8,mouse nk cells,activate,1,1,['31948551.txt'],INTERACTS
IL8,activated,activate,1,1,['31948551.txt'],INTERACTS
IL10,cancer,inhibit,1,1,['38330230.txt'],INTERACTS
IL10,tumor,activate,1,1,['33290779.txt'],INTERACTS
IL10,breast cancer cells,activate,1,1,['33290779.txt'],INTERACTS
IL10,4t1 breast cancer cells,activate,1,1,['33290779.txt'],INTERACTS
IL10,immune cells,inhibit,3,3,"['39050852.txt', '33290779.txt', '38330230.txt']",INTERACTS
IL10,cytotoxic t lymphocytes,inhibit,1,1,['33290779.txt'],INTERACTS
IL10,tumor infiltrated lymphocytes,inhibit,1,1,['33290779.txt'],INTERACTS
IL10,antitumor immune response,inhibit,1,1,['33290779.txt'],INTERACTS
IL10,cytokine production,activate,1,1,['34599946.txt'],INTERACTS
IL10,nk cells,inhibit,3,3,"['39103889.txt', '38330230.txt', '37583002.txt']",INTERACTS
IL10,t cells,inhibit,2,2,"['39103889.txt', '33141285.txt']",INTERACTS
IL10,MACRO,activate,1,1,['36310582.txt'],INTERACTS
IL10,myeloid cells,activate,1,1,['36310582.txt'],INTERACTS
IL10,nk cell,inhibit,1,1,['36310582.txt'],INTERACTS
IL10,CD4,activate,1,1,['34121671.txt'],INTERACTS
IL10,IFNG,inhibit,2,2,"['31770109.txt', '38330230.txt']",INTERACTS
IL10,AD-H-TERT,activate,2,1,['33717103.txt'],INTERACTS
IL10,antitumor immunity,activate,2,1,['33717103.txt'],INTERACTS
IL10,immune response,activate,2,1,['33717103.txt'],INTERACTS
IL10,immune responses,inhibit,1,1,['32931721.txt'],INTERACTS
IL10,disease progression,activate,1,1,['32931721.txt'],INTERACTS
IL10,CD3,activate,1,1,['34121671.txt'],INTERACTS
IL10,CD8,activate,1,1,['34121671.txt'],INTERACTS
IL10,IL6,inhibit,1,1,['34121671.txt'],INTERACTS
IL10,cytokine release syndrome,inhibit,1,1,['34121671.txt'],INTERACTS
IL10,tumor necrosis factor,inhibit,1,1,['34121671.txt'],INTERACTS
IL10,TNF,inhibit,1,1,['38330230.txt'],INTERACTS
IL10,CSF2,inhibit,1,1,['38330230.txt'],INTERACTS
IL10,CXCL9,inhibit,2,1,['38330230.txt'],INTERACTS
IL10,CXCL10,inhibit,1,1,['38330230.txt'],INTERACTS
IL10,CD,inhibit,1,1,['38330230.txt'],INTERACTS
IL10,tme,inhibit,1,1,['38330230.txt'],INTERACTS
IL10,virus,inhibit,1,1,['38330230.txt'],INTERACTS
IL10,lymphocytes,inhibit,1,1,['38330230.txt'],INTERACTS
IL10,activated,inhibit,1,1,['38330230.txt'],INTERACTS
IL10,in,inhibit,1,1,['38330230.txt'],INTERACTS
IL10,dc,inhibit,1,1,['38330230.txt'],INTERACTS
IL10,peripheral blood mononuclear cells,inhibit,1,1,['38330230.txt'],INTERACTS
IL10,dendritic cells,inhibit,1,1,['38330230.txt'],INTERACTS
IL10,pro-inflammatory cytokines,inhibit,1,1,['38330230.txt'],INTERACTS
IL10,PTGDS,inhibit,1,1,['38330230.txt'],INTERACTS
IL10,IL10,inhibit,1,1,['38330230.txt'],INTERACTS
IL10,inflammatory,inhibit,1,1,['33514512.txt'],INTERACTS
IL10,dysregulated infection-induced inflammatory responses,inhibit,1,1,['33514512.txt'],INTERACTS
IL10,cytokine storm,inhibit,1,1,['33514512.txt'],INTERACTS
IL10,natural killer cell,inhibit,1,1,['39050852.txt'],INTERACTS
IL10,macrophages,inhibit,1,1,['39050852.txt'],INTERACTS
IL10,immunogenic cancer cell death,inhibit,1,1,['39050852.txt'],INTERACTS
IL10,CD107A,inhibit,1,1,['37583002.txt'],INTERACTS
IL10,diseases,inhibit,1,1,['33859642.txt'],INTERACTS
IL10,t helper 17 cells,inhibit,1,1,['32172331.txt'],INTERACTS
IL10,natural killer t cells,inhibit,1,1,['32172331.txt'],INTERACTS
IL10,IL17,inhibit,1,1,['32172331.txt'],INTERACTS
IL18,ciml nk cells,activate,1,1,['35696582.txt'],INTERACTS
IL18,aml target cells,activate,1,1,['35696582.txt'],INTERACTS
IL18,leukemic blast cells,activate,1,1,['35696582.txt'],INTERACTS
IL18,nk cells,activate,18,17,"['38548803.txt', '32592353.txt', '34093543.txt', '38729924.txt', '38711506.txt', '34553850.txt', '34244297.txt', '32445619.txt', '33808051.txt', '32333080.txt', '33660570.txt', '37471222.txt', '35292515.txt', '35696582.txt', '38960949.txt', '32614951.txt', '32385048.txt']",INTERACTS
IL18,peripheral blood nk cells,activate,1,1,['35696582.txt'],INTERACTS
IL18,patient,activate,1,1,['35696582.txt'],INTERACTS
IL18,immune responses,activate,1,1,['35696582.txt'],INTERACTS
IL18,IFNG,activate,6,6,"['34244297.txt', '38592331.txt', '33510147.txt', '38960949.txt', '37207215.txt', '32385048.txt']",INTERACTS
IL18,IL18BP,inhibit,1,1,['38592331.txt'],INTERACTS
IL18,peripheral blood ml nk cells,activate,1,1,['32614951.txt'],INTERACTS
IL18,increased antitumor potential,activate,1,1,['32592353.txt'],INTERACTS
IL18,receptor restimulation,activate,1,1,['32592353.txt'],INTERACTS
IL18,natural killer,activate,2,2,"['32333080.txt', '33510147.txt']",INTERACTS
IL18,tme,activate,1,1,['36310582.txt'],INTERACTS
IL18,nk cell,activate,6,5,"['38548803.txt', '38711506.txt', '33808051.txt', '36310582.txt', '37471222.txt']",INTERACTS
IL18,antibody-dependent cell cytotoxicity,activate,1,1,['35292515.txt'],INTERACTS
IL18,human nk cells,activate,2,2,"['34553850.txt', '38960949.txt']",INTERACTS
IL18,malignancies,inhibit,1,1,['38960949.txt'],INTERACTS
IL18,NK cells,activate,1,1,['38566585.txt'],INTERACTS
IL18,activated,activate,1,1,['34282497.txt'],INTERACTS
IL18,enk cells,activate,2,1,['38548803.txt'],INTERACTS
IL18,enk,activate,2,1,['38548803.txt'],INTERACTS
IL18,nutrient transporter expression,activate,1,1,['34093543.txt'],INTERACTS
IL18,reduced tumor growth,activate,1,1,['32445619.txt'],INTERACTS
IL18,eml nk cells,activate,1,1,['38941480.txt'],INTERACTS
IL18,effcnk cells,activate,1,1,['38941480.txt'],INTERACTS
IL18,IL18,activate,1,1,['38941480.txt'],INTERACTS
IL18,CSF2,activate,1,1,['32097462.txt'],INTERACTS
IL18,IL2,activate,1,1,['33808051.txt'],INTERACTS
IL18,infused cells,activate,1,1,['33808051.txt'],INTERACTS
IL18,malignant cells,inhibit,1,1,['33808051.txt'],INTERACTS
IL18,MIR574,inhibit,1,1,['33660570.txt'],INTERACTS
IL18,TGFB1,activate,2,1,['33660570.txt'],INTERACTS
IL18,significant downregulation,activate,1,1,['33660570.txt'],INTERACTS
IL18,cells proliferation,inhibit,1,1,['33660570.txt'],INTERACTS
IL18,NK-cell,activate,1,1,['33986022.txt'],INTERACTS
IL18,car mlnk,activate,1,1,['37207215.txt'],INTERACTS
IL18,CD94,activate,1,1,['37207215.txt'],INTERACTS
IL18,NCR3,inhibit,1,1,['37207215.txt'],INTERACTS
IL18,KIR2DL1,inhibit,1,1,['37207215.txt'],INTERACTS
IL18,IL15,activate,2,2,"['32333080.txt', '34244297.txt']",INTERACTS
IL18,CD45,activate,1,1,['32333080.txt'],INTERACTS
IL18,ITGB2,activate,1,1,['32333080.txt'],INTERACTS
IL18,DX5,activate,1,1,['32333080.txt'],INTERACTS
IL18,LAMP1,activate,1,1,['32333080.txt'],INTERACTS
IL18,PFP,activate,1,1,['32333080.txt'],INTERACTS
IL18,GZMB,inhibit,1,1,['38729924.txt'],INTERACTS
IL18,NCR1,inhibit,1,1,['32333080.txt'],INTERACTS
IL18,IL18R1,inhibit,1,1,['32333080.txt'],INTERACTS
IL18,PDCD1,activate,1,1,['32333080.txt'],INTERACTS
IL18,natural killer cell,activate,1,1,['32333080.txt'],INTERACTS
IL18,ilcs,activate,1,1,['32333080.txt'],INTERACTS
IL18,highly cytotoxic cells,activate,1,1,['32333080.txt'],INTERACTS
IL18,ifnγ,activate,1,1,['33782423.txt'],INTERACTS
IL18,cap,activate,1,1,['38711506.txt'],INTERACTS
IL18,enhanced anti-tumor function,activate,1,1,['38711506.txt'],INTERACTS
IL18,better anti-tumor activity,activate,1,1,['38711506.txt'],INTERACTS
IL18,memory-like properties,activate,1,1,['38711506.txt'],INTERACTS
IL18,memory-like induction,activate,1,1,['38711506.txt'],INTERACTS
IL18,IL12,activate,1,1,['34244297.txt'],INTERACTS
IL18,blood nk cells,activate,1,1,['34244297.txt'],INTERACTS
IL18,hcw9201,activate,1,1,['34244297.txt'],INTERACTS
IL18,hcw9207,activate,1,1,['34244297.txt'],INTERACTS
IL18,antiapoptotic genes,activate,1,1,['38729924.txt'],INTERACTS
IL18,BHLHE40,activate,1,1,['37830760.txt'],INTERACTS
b cells,immune cells,activate,1,1,['38497601.txt'],INTERACTS
b cells,immune response,activate,3,3,"['36798427.txt', '34972961.txt', '32301008.txt']",INTERACTS
b cells,cd4 t cells,activate,1,1,['32830910.txt'],INTERACTS
b cells,cd8 t cells,activate,1,1,['32830910.txt'],INTERACTS
b cells,γδ t cells,activate,1,1,['32830910.txt'],INTERACTS
b cells,nk cells,activate,1,1,['32830910.txt'],INTERACTS
b cells,dendritic cells,activate,1,1,['32830910.txt'],INTERACTS
b cells,monocytes,activate,1,1,['32830910.txt'],INTERACTS
b cells,tertiary lymphoid structures,activate,1,1,['36077831.txt'],INTERACTS
b cells,tumor,inhibit,1,1,['32215868.txt'],INTERACTS
b cells,plasma cells,activate,1,1,['33087256.txt'],INTERACTS
b cells,b1a cells,activate,1,1,['33087256.txt'],INTERACTS
b cells,memory b cells,activate,1,1,['33087256.txt'],INTERACTS
b cells,lymphocytic infiltration,activate,1,1,['33087256.txt'],INTERACTS
b cells,IG,activate,1,1,['33087256.txt'],INTERACTS
b cells,IGA,activate,1,1,['33087256.txt'],INTERACTS
b cells,IGG2A,activate,1,1,['33087256.txt'],INTERACTS
b cells,αβ t cells,activate,1,1,['32017636.txt'],INTERACTS
b cells,immune responses,activate,1,1,['33193391.txt'],INTERACTS
b cells,immune system,activate,1,1,['33193391.txt'],INTERACTS
